season,crop,area,production
Whole Year,Tobacco,58544,64818
Whole Year,Tomato,4048,19694
Whole Year,Turmeric,183,981
Kharif,Arhar/Tur,78397,27125
Kharif,Bajra,26565,37324
Kharif,Castor seed,13736,4107
Kharif,Cotton(lint),35815,60675
Kharif,Dry chillies,14050,35027
Kharif,Groundnut,1414,1654
Kharif,Horse-gram,11,4
Kharif,Jowar,2293,6783
Kharif,Korra,626,681
Kharif,Maize,8664,14278
Kharif,Moong(Green Gram),34776,21805
Kharif,Niger seed,68,27
Kharif,Onion,37,540
Kharif,Ragi,81,109
Kharif,Rice,14621,41992
Kharif,Sesamum,25644,9078
Kharif,Small millets,872,848
Kharif,Soyabean,49,54
Kharif,Sunflower,19643,24570
Kharif,Urad,932,574
Rabi,Arhar/Tur,398,138
Rabi,Bajra,66,93
Rabi,Dry chillies,4391,10574
Rabi,Gram,78451,140427
Rabi,Groundnut,5793,10787
Rabi,Horse-gram,921,498
Rabi,Jowar,9566,17965
Rabi,Maize,1538,9142
Rabi,Moong(Green Gram),704,364
Rabi,Onion,58,638
Rabi,Other  Rabi pulses,26,5
Rabi,other oilseeds,1090,
Rabi,Ragi,3459,5642
Rabi,Rapeseed &Mustard,3,1
Rabi,Rice,31497,79278
Rabi,Sesamum,575,117
Rabi,Small millets,653,349
Rabi,Urad,15531,13357
Rabi,Varagu,659,352
Whole Year,Banana,82,794
Whole Year,Beans & Mutter(Vegetable),155,1061
Whole Year,Bhindi,330,2610
Whole Year,Bottle Gourd,46,0
Whole Year,Brinjal,370,7033
Whole Year,Cabbage,5,0
Whole Year,Cashewnut,698,187
Whole Year,Citrus Fruit,1544,8119
Whole Year,Coconut,200,2369640
Whole Year,Coriander,6061,4588
Whole Year,Cucumber,331,0
Whole Year,Mango,5518,15192
Whole Year,Orange,13608,204728
Whole Year,Other Fresh Fruits,2772,12008
Whole Year,Other Vegetables,972,0
Whole Year,Papaya,160,14530
Whole Year,Pome Fruit,1758,3574
Whole Year,Sugarcane,289,20521
Whole Year,Sweet potato,317,2100
Whole Year,Tobacco,58542,68824
Whole Year,Tomato,4282,38638
Whole Year,Turmeric,172,1061
Kharif,Arhar/Tur,80029,45456
Kharif,Bajra,17641,20958
Kharif,Castor seed,14679,4389
Kharif,Cotton(lint),42618,57660
Kharif,Dry chillies,16203,24742
Kharif,Groundnut,2082,2051
Kharif,Jowar,2063,1104
Kharif,Maize,6393,8145
Kharif,Moong(Green Gram),23256,5698
Kharif,Niger seed,126,49
Kharif,Onion,85,1442
Kharif,Ragi,81,80
Kharif,Rice,27435,95446
Kharif,Sesamum,52549,841
Kharif,Small millets,693,458
Kharif,Sunflower,29306,34374
Kharif,Urad,997,481
Rabi,Arhar/Tur,68,39
Rabi,Bajra,148,176
Rabi,Dry chillies,3410,10339
Rabi,Gram,72599,110859
Rabi,Groundnut,6724,14544
Rabi,Horse-gram,823,333
Rabi,Jowar,5047,4280
Rabi,Maize,2906,13940
Rabi,Moong(Green Gram),281,114
Rabi,Onion,35,613
Rabi,Other  Rabi pulses,284,82
Rabi,Ragi,2529,4188
Rabi,Rapeseed &Mustard,10,1
Rabi,Rice,66134,220491
Rabi,Sesamum,36,8
Rabi,Small millets,453,227
Rabi,Sunflower,27871,33557
Rabi,Urad,10834,5569
Whole Year,Banana,89,1793
Whole Year,Cashewnut,689,147
Whole Year,Coconut,202,2373274
Whole Year,Coriander,1558,957
Whole Year,Sugarcane,144,10717
Whole Year,Sweet potato,215,2187
Whole Year,Tobacco,61802,77556
Whole Year,Turmeric,89,719
Kharif,Arhar/Tur,81126,42024
Kharif,Bajra,16523,27015
Kharif,Castor seed,15008,3767
Kharif,Cotton(lint),20988,32717
Kharif,Dry chillies,8329,17349
Kharif,Groundnut,2339,2662
Kharif,Jowar,722,401
Kharif,Maize,2860,9058
Kharif,Moong(Green Gram),10316,6427
Kharif,Onion,23,431
Kharif,Other Kharif pulses,5,2
Kharif,Ragi,84,76
Kharif,Rice,54390,144351
Kharif,Sesamum,4784,1789
Kharif,Small millets,436,459
Kharif,Urad,2478,852
Rabi,Bajra,159,260
Rabi,Dry chillies,1995,6843
Rabi,Gram,90384,175616
Rabi,Groundnut,7471,16952
Rabi,Horse-gram,813,293
Rabi,Jowar,2919,2855
Rabi,Maize,3134,20778
Rabi,Moong(Green Gram),434,279
Rabi,Onion,26,515
Rabi,Other  Rabi pulses,400,235
Rabi,Ragi,2849,5419
Rabi,Rice,95020,340932
Rabi,Safflower,7,2
Rabi,Sesamum,130,30
Rabi,Small millets,435,311
Rabi,Urad,11919,5316
Whole Year,Banana,90,1510
Whole Year,Cashewnut,648,173
Whole Year,Coconut,123,1077384
Whole Year,Coriander,1557,1101
Whole Year,Sugarcane,89,6404
Whole Year,Sunflower,27657,39408
Whole Year,Sweet potato,245,3164
Whole Year,Tobacco,61058,76996
Whole Year,Turmeric,149,934
Kharif,Arhar/Tur,34603,9377
Kharif,Bajra,9212,10760
Kharif,Castor seed,5999,2526
Kharif,Cotton(lint),20156,40786
Kharif,Dry chillies,13584,40643
Kharif,Groundnut,1568,862
Kharif,Jowar,619,460
Kharif,Maize,737,2314
Kharif,Mesta,22,193
Kharif,Moong(Green Gram),13923,4316
Kharif,Onion,27,453
Kharif,Ragi,30,28
Kharif,Rice,41191,124809
Kharif,Sesamum,20035,7152
Kharif,Small millets,383,408
Kharif,Soyabean,2,2
Kharif,Urad,1698,650
Rabi,Arhar/Tur,76,21
Rabi,Bajra,266,311
Rabi,Dry chillies,5635,23177
Rabi,Gram,104508,203582
Rabi,Groundnut,5555,18248
Rabi,Horse-gram,548,277
Rabi,Jowar,2326,2410
Rabi,Maize,2728,17216
Rabi,Moong(Green Gram),591,258
Rabi,Onion,25,298
Rabi,Other  Rabi pulses,520,248
Rabi,Ragi,2252,4128
Rabi,Rapeseed &Mustard,7,
Rabi,Rice,79875,297215
Rabi,Safflower,10,4
Rabi,Sesamum,110,22
Rabi,Small millets,264,165
Rabi,Urad,16436,11637
Whole Year,Banana,95,1890
Whole Year,Cashewnut,672,177
Whole Year,Coconut,100,1287287
Whole Year,Coriander,1246,677
Whole Year,Sugarcane,124,9854
Whole Year,Sunflower,38937,33417
Whole Year,Sweet potato,159,2487
Whole Year,Tobacco,60299,62230
Whole Year,Turmeric,176,1035
Kharif,Arhar/Tur,82000,64000
Kharif,Bajra,18000,37000
Kharif,Castor seed,11000,7000
Kharif,Cotton(lint),24000,71000
Kharif,Dry chillies,16000,44000
Kharif,Groundnut,2000,1000
Kharif,Jowar,2000,3000
Kharif,Maize,1000,3000
Kharif,Moong(Green Gram),26000,11000
Kharif,Rice,47000,173000
Kharif,Sesamum,15000,8000
Kharif,Small millets,1000,1000
Kharif,Sunflower,3000,2000
Kharif,Urad,3000,2000
Rabi,Dry chillies,5000,14000
Rabi,Gram,105000,135000
Rabi,Groundnut,8000,17000
Rabi,Jowar,2000,2000
Rabi,Maize,4000,21000
Rabi,Moong(Green Gram),2000,1000
Rabi,Ragi,2000,3000
Rabi,Rice,80000,287000
Rabi,Sesamum,2000,
Rabi,Sunflower,36000,50000
Rabi,Urad,13000,11000
Whole Year,Tobacco,57000,67000
Kharif,Arhar/Tur,68331,19884
Kharif,Bajra,12174,13744
Kharif,Castor seed,9071,6268
Kharif,Cotton(lint),40781,131459
Kharif,Dry chillies,13404,33577
Kharif,Groundnut,2395,218
Kharif,Jowar,401,1025
Kharif,Maize,1401,6226
Kharif,Moong(Green Gram),2948,2821
Kharif,Onion,115,1932
Kharif,Ragi,74,67
Kharif,Rice,47434,167774
Kharif,Sesamum,4053,2116
Kharif,Small millets,179,199
Kharif,Soyabean,21,29
Kharif,Urad,3336,1211
Rabi,Arhar/Tur,5,1
Rabi,Bajra,54,61
Rabi,Dry chillies,4369,26581
Rabi,Gram,93681,164972
Rabi,Groundnut,7179,18917
Rabi,Horse-gram,98,37
Rabi,Jowar,4843,11328
Rabi,Maize,5743,30289
Rabi,Moong(Green Gram),202,153
Rabi,Onion,23,221
Rabi,Ragi,1502,2872
Rabi,Rice,83957,314503
Rabi,Sesamum,221,40
Rabi,Small millets,73,53
Rabi,Urad,8815,5747
Whole Year,Banana,452,9320
Whole Year,Cashewnut,1060,339
Whole Year,Coconut,63,577778
Whole Year,Coriander,2583,2469
Whole Year,Sugarcane,251,20080
Whole Year,Sunflower,39982,40780
Whole Year,Sweet potato,204,4280
Whole Year,Tobacco,81738,120504
Whole Year,Turmeric,329,2261
Kharif,Arhar/Tur,49762,24981
Kharif,Bajra,4915,12450
Kharif,Castor seed,8387,4261
Kharif,Cotton(lint),32960,93645
Kharif,Dry chillies,12285,31830
Kharif,Groundnut,2052,2274
Kharif,Jowar,408,481
Kharif,Maize,244,605
Kharif,Moong(Green Gram),2371,1034
Kharif,Onion,177,2866
Kharif,Ragi,160,160
Kharif,Rice,32959,117730
Kharif,Sesamum,10373,2116
Kharif,Small millets,106,62
Kharif,Urad,2919,861
Rabi,Arhar/Tur,189,95
Rabi,Bajra,426,1079
Rabi,Dry chillies,5680,30564
Rabi,Gram,94477,161650
Rabi,Groundnut,5526,18418
Rabi,Horse-gram,299,186
Rabi,Jowar,7104,16460
Rabi,Maize,5586,46861
Rabi,Moong(Green Gram),746,454
Rabi,Onion,79,2006
Rabi,Ragi,1451,3046
Rabi,Rapeseed &Mustard,2,
Rabi,Rice,96240,371390
Rabi,Sesamum,1434,284
Rabi,Small millets,921,866
Rabi,Urad,8835,5186
Whole Year,Banana,382,8794
Whole Year,Cashewnut,1063,316
Whole Year,Coconut,61,684360
Whole Year,Coriander,1555,1600
Whole Year,Sugarcane,144,10656
Whole Year,Sunflower,23750,23312
Whole Year,Sweet potato,129,2484
Whole Year,Tobacco,94292,157105
Whole Year,Turmeric,281,1752
Kharif,Arhar/Tur,87971,30174
Kharif,Bajra,18830,40729
Kharif,Castor seed,5421,2569
Kharif,Cotton(lint),51421,115063
Kharif,Dry chillies,12605,40210
Kharif,Groundnut,2378,388
Kharif,Jowar,124,179
Kharif,Maize,260,1460
Kharif,Moong(Green Gram),26840,7005
Kharif,Onion,303,6017
Kharif,Rice,48878,143300
Kharif,Sesamum,36694,4183
Kharif,Small millets,255,443
Kharif,Soyabean,2,4
Kharif,Urad,2352,993
Rabi,Bajra,990,2141
Rabi,Dry chillies,4207,24194
Rabi,Gram,73323,123549
Rabi,Groundnut,5844,14487
Rabi,Horse-gram,191,79
Rabi,Jowar,3803,6199
Rabi,Maize,8734,73139
Rabi,Moong(Green Gram),1507,960
Rabi,Onion,60,783
Rabi,Ragi,1076,1542
Rabi,Rapeseed &Mustard,155,376
Rabi,Rice,107903,376150
Rabi,Sesamum,3256,742
Rabi,Small millets,668,709
Rabi,Urad,16883,6365
Whole Year,Banana,292,7444
Whole Year,Cashewnut,1056,253
Whole Year,Coriander,843,571
Whole Year,Sugarcane,331,27142
Whole Year,Sunflower,18503,22870
Whole Year,Sweet potato,137,1918
Whole Year,Tobacco,81271,127518
Whole Year,Turmeric,532,3248
Kharif,Arhar/Tur,38173,12444
Kharif,Bajra,9738,20450
Kharif,Castor seed,12329,5105
Kharif,Cotton(lint),57941,140142
Kharif,Cowpea(Lobia),3,1
Kharif,Dry chillies,21257,55056
Kharif,Groundnut,2172,150
Kharif,Jowar,66,142
Kharif,Maize,587,2629
Kharif,Moong(Green Gram),3141,1219
Kharif,Onion,603,8690
Kharif,Ragi,35,25
Kharif,Rice,39122,134932
Kharif,Sesamum,2451,1456
Kharif,Small millets,23,46
Kharif,Soyabean,7,11
Kharif,Urad,2306,1155
Rabi,Bajra,377,792
Rabi,Cowpea(Lobia),3599,2865
Rabi,Dry chillies,10727,51533
Rabi,Gram,94684,138996
Rabi,Groundnut,4106,12330
Rabi,Horse-gram,336,140
Rabi,Jowar,10975,23146
Rabi,Maize,12951,100642
Rabi,Moong(Green Gram),916,432
Rabi,Onion,297,7603
Rabi,Ragi,954,1636
Rabi,Rapeseed &Mustard,5,12
Rabi,Rice,79396,292098
Rabi,Sesamum,2163,467
Rabi,Small millets,994,964
Rabi,Urad,26175,11517
Whole Year,Banana,430,11455
Whole Year,Cashewnut,1078,277
Whole Year,Coconut,47,655424
Whole Year,Coriander,529,501
Whole Year,Sugarcane,423,34263
Whole Year,Sunflower,17007,18623
Whole Year,Sweet potato,99,1571
Whole Year,Tobacco,62776,109504
Whole Year,Turmeric,1343,10084
Kharif,Arhar/Tur,56606,37700
Kharif,Bajra,28780,59344
Kharif,Brinjal,297,3072
Kharif,Cabbage,31,816
Kharif,Cashewnut,1045,283
Kharif,Castor seed,10304,9480
Kharif,Cotton(lint),63206,195939
Kharif,Cowpea(Lobia),105,41
Kharif,Dry chillies,17409,66119
Kharif,Dry ginger,8,62
Kharif,Groundnut,2918,4803
Kharif,Jowar,478,1268
Kharif,Lemon,1509,11100
Kharif,Maize,1604,8937
Kharif,Mango,6088,46957
Kharif,Moong(Green Gram),2655,879
Kharif,Onion,569,10863
Kharif,Papaya,1290,173044
Kharif,Ragi,59,63
Kharif,Rice,17820,64027
Kharif,Sapota,2561,26220
Kharif,Sesamum,3025,1231
Kharif,Small millets,1079,2101
Kharif,Soyabean,3,5
Kharif,Sugarcane,661,50837
Kharif,Sunflower,810,612
Kharif,Tobacco,2359,7247
Kharif,Tomato,1117,13941
Kharif,Turmeric,557,3690
Kharif,Urad,3367,2384
Rabi,Arhar/Tur,20,13
Rabi,Bajra,648,1336
Rabi,Brinjal,295,3052
Rabi,Cabbage,45,1185
Rabi,Castor seed,2799,2575
Rabi,Coriander,56,52
Rabi,Cotton(lint),3838,11898
Rabi,Cowpea(Lobia),5437,6514
Rabi,Dry chillies,4736,20692
Rabi,Gram,112135,209468
Rabi,Groundnut,4979,14006
Rabi,Horse-gram,234,131
Rabi,Jowar,19768,39220
Rabi,Maize,19797,125355
Rabi,Moong(Green Gram),446,150
Rabi,Onion,52,1144
Rabi,Ragi,1179,1945
Rabi,Rice,33942,125959
Rabi,Sesamum,2971,781
Rabi,Small millets,1499,1262
Rabi,Soyabean,65,118
Rabi,Sunflower,15205,15342
Rabi,Sweet potato,58,558
Rabi,Tobacco,69234,125623
Rabi,Tomato,933,10975
Rabi,Turmeric,25,166
Rabi,Urad,23319,18497
Whole Year,Coconut,39,666000
Kharif,Arhar/Tur,53584,48922
Kharif,Bajra,25277,45726
Kharif,Brinjal,194,1251
Kharif,Cabbage,1,19
Kharif,Cashewnut,1029,324
Kharif,Castor seed,6429,4648
Kharif,Cotton(lint),82988,276301
Kharif,Cowpea(Lobia),377,181
Kharif,Dry chillies,20316,79090
Kharif,Groundnut,3484,6522
Kharif,Horse-gram,6,4
Kharif,Jowar,477,833
Kharif,Lemon,1590,12669
Kharif,Maize,3012,13006
Kharif,Mango,6433,48061
Kharif,Moong(Green Gram),3696,1460
Kharif,Onion,462,8700
Kharif,other oilseeds,6494,4753
Kharif,Papaya,918,120534
Kharif,Ragi,120,101
Kharif,Rice,58034,213391
Kharif,Sapota,2544,24901
Kharif,Sesamum,8713,5446
Kharif,Small millets,661,1003
Kharif,Soyabean,65,105
Kharif,Sugarcane,673,53132
Kharif,Sunflower,483,381
Kharif,Tobacco,2805,8753
Kharif,Tomato,1098,13639
Kharif,Turmeric,762,5073
Kharif,Urad,1600,1000
Rabi,Arhar/Tur,45,41
Rabi,Bajra,649,1174
Rabi,Brinjal,237,1529
Rabi,Cabbage,26,488
Rabi,Castor seed,1098,794
Rabi,Coriander,105,97
Rabi,Cotton(lint),1352,4501
Rabi,Cowpea(Lobia),6075,5662
Rabi,Dry chillies,7842,44731
Rabi,Gram,69465,135109
Rabi,Groundnut,3371,12277
Rabi,Horse-gram,325,149
Rabi,Jowar,7842,16649
Rabi,Maize,20101,161351
Rabi,Moong(Green Gram),688,588
Rabi,Onion,67,1241
Rabi,Ragi,988,1659
Rabi,Rice,80544,318874
Rabi,Safflower,13,9
Rabi,Sesamum,4137,869
Rabi,Small millets,670,744
Rabi,Sunflower,8746,10312
Rabi,Sweet potato,81,711
Rabi,Tobacco,83416,158600
Rabi,Tomato,1046,13560
Rabi,Turmeric,34,226
Rabi,Urad,11518,9491
Whole Year,Banana,487,9561
Whole Year,Cashewnut,1029,324
Whole Year,Castor seed,7527,5442
Whole Year,Coconut,39,646000
Whole Year,Coriander,105,97
Whole Year,Safflower,13,9
Whole Year,Sannhamp,1841,
Whole Year,Sweet potato,81,711
Kharif,Arhar/Tur,43123,30962
Kharif,Bajra,10611,10887
Kharif,Brinjal,296,2843
Kharif,Cashewnut,958,335
Kharif,Castor seed,2563,1128
Kharif,Cotton(lint),71520,252407
Kharif,Cowpea(Lobia),897,780
Kharif,Dry chillies,21371,75824
Kharif,Groundnut,2376,3835
Kharif,Jowar,12,18
Kharif,Lemon,1754,10833
Kharif,Maize,1183,4294
Kharif,Mango,6529,54550
Kharif,Moong(Green Gram),514,278
Kharif,Onion,303,5563
Kharif,Papaya,657,45451
Kharif,Pome Granet,4,41
Kharif,Ragi,24,23
Kharif,Rice,31764,121783
Kharif,Sapota,2391,19635
Kharif,Sesamum,1113,213
Kharif,Small millets,138,155
Kharif,Soyabean,36,82
Kharif,Sugarcane,900,64800
Kharif,Sunflower,96,116
Kharif,Tobacco,1801,3699
Kharif,Tomato,770,11070
Kharif,Turmeric,698,5023
Kharif,Urad,3498,3585
Rabi,Arhar/Tur,10,7
Rabi,Bajra,1169,1199
Rabi,Brinjal,248,2382
Rabi,Cabbage,101,1245
Rabi,Castor seed,1064,468
Rabi,Coriander,1560,807
Rabi,Cotton(lint),651,2298
Rabi,Cowpea(Lobia),7600,9705
Rabi,Dry chillies,10867,73244
Rabi,Gram,50750,95867
Rabi,Groundnut,2590,9391
Rabi,Horse-gram,325,135
Rabi,Jowar,12887,19627
Rabi,Maize,15889,127001
Rabi,Moong(Green Gram),2274,1853
Rabi,Onion,48,848
Rabi,Ragi,936,1428
Rabi,Rapeseed &Mustard,10,6
Rabi,Rice,73533,284132
Rabi,Safflower,3,1
Rabi,Sesamum,12831,2425
Rabi,Small millets,1092,1189
Rabi,Soyabean,69,158
Rabi,Sunflower,8090,7710
Rabi,Sweet potato,170,2434
Rabi,Tobacco,78761,167264
Rabi,Tomato,1174,15907
Rabi,Turmeric,2,14
Rabi,Urad,16354,14293
Whole Year,Coconut,37,802000
Whole Year,Rice,105297,405915
Kharif,Arhar/Tur,200,100
Kharif,Bajra,2100,4700
Kharif,Cotton(lint),8700,20900
Kharif,Dry chillies,100,400
Kharif,Groundnut,6100,9100
Kharif,Maize,100,100
Kharif,Moong(Green Gram),300,100
Kharif,Ragi,300,200
Kharif,Rice,48700,127600
Kharif,Sesamum,1100,200
Kharif,Sugarcane,5700,446300
Kharif,Sunflower,3000,1500
Kharif,Tobacco,12500,12600
Rabi,Arhar/Tur,500,100
Rabi,Dry chillies,3000,5500
Rabi,Groundnut,14700,41100
Rabi,Horse-gram,600,300
Rabi,Jowar,300,200
Rabi,Moong(Green Gram),6300,1900
Rabi,Ragi,400,900
Rabi,Rice,182100,544600
Rabi,Sesamum,2200,200
Rabi,Sunflower,200,100
Rabi,Urad,5400,2600
Kharif,Arhar/Tur,600,400
Kharif,Bajra,2300,4200
Kharif,Castor seed,100,
Kharif,Cotton(lint),7100,5600
Kharif,Dry chillies,200,800
Kharif,Groundnut,5300,8800
Kharif,Maize,100,200
Kharif,Moong(Green Gram),400,200
Kharif,Ragi,300,300
Kharif,Rice,44700,133400
Kharif,Sesamum,900,200
Kharif,Sunflower,4100,3000
Kharif,Urad,100,100
Rabi,Arhar/Tur,200,100
Rabi,Dry chillies,3100,8500
Rabi,Groundnut,17300,43100
Rabi,Horse-gram,800,300
Rabi,Jowar,200,100
Rabi,Maize,100,100
Rabi,Moong(Green Gram),6600,1700
Rabi,Ragi,500,1000
Rabi,Rice,183300,542300
Rabi,Sesamum,1300,300
Rabi,Sunflower,300,200
Rabi,Urad,5900,3900
Whole Year,Sugarcane,6100,546100
Whole Year,Tobacco,12900,14000
Kharif,Bajra,2067,3706
Kharif,Castor seed,5,1
Kharif,Cotton(lint),4636,7663
Kharif,Groundnut,5339,6380
Kharif,Horse-gram,2,1
Kharif,Maize,21,60
Kharif,Masoor,652,280
Kharif,Moong(Green Gram),434,308
Kharif,Ragi,266,277
Kharif,Rice,45768,136695
Kharif,Sesamum,7368,1776
Kharif,Sunflower,3754,3239
Kharif,Urad,141,86
Rabi,Bajra,79,142
Rabi,Gram,120,133
Rabi,Groundnut,10766,22310
Rabi,Horse-gram,454,165
Rabi,Jowar,529,294
Rabi,Masoor,391,168
Rabi,Moong(Green Gram),6804,2715
Rabi,Ragi,788,1640
Rabi,Rice,152441,407231
Rabi,Sesamum,2291,527
Rabi,Urad,14714,9726
Whole Year,Dry chillies,3652,7692
Whole Year,Onion,35,459
Whole Year,Sugarcane,6562,614664
Whole Year,Tobacco,12061,14123
Kharif,Arhar/Tur,2063,1143
Kharif,Bajra,3048,5617
Kharif,Castor seed,316,96
Kharif,Cotton(lint),7628,14403
Kharif,Dry chillies,202,558
Kharif,Groundnut,3796,5413
Kharif,Horse-gram,28,14
Kharif,Jowar,20,7
Kharif,Maize,51,133
Kharif,Mesta,6,53
Kharif,Moong(Green Gram),943,419
Kharif,Onion,51,712
Kharif,Other Kharif pulses,127,54
Kharif,Ragi,213,202
Kharif,Rice,55041,171563
Kharif,Sesamum,6260,1452
Kharif,Sunflower,2469,2634
Kharif,Urad,456,27
Rabi,Arhar/Tur,894,495
Rabi,Bajra,21,39
Rabi,Dry chillies,2318,7353
Rabi,Gram,654,1555
Rabi,Groundnut,6809,13598
Rabi,Horse-gram,754,159
Rabi,Jowar,1190,1484
Rabi,Maize,273,1470
Rabi,Moong(Green Gram),4682,1522
Rabi,Other  Rabi pulses,1778,875
Rabi,Ragi,626,867
Rabi,Rice,132867,367510
Rabi,Safflower,3,1
Rabi,Sesamum,442,92
Rabi,Urad,28763,23125
Whole Year,Banana,567,8154
Whole Year,Cashewnut,743,162
Whole Year,Coconut,422,4516050
Whole Year,Coriander,125,93
Whole Year,Sugarcane,7872,633231
Whole Year,Sweet potato,234,2341
Whole Year,Tapioca,25,191
Whole Year,Tobacco,12,28
Whole Year,Turmeric,137,615
Kharif,Arhar/Tur,643,375
Kharif,Bajra,917,1357
Kharif,Castor seed,17,5
Kharif,Cotton(lint),6553,17115
Kharif,Dry chillies,55,199
Kharif,Groundnut,2616,3817
Kharif,Maize,98,262
Kharif,Moong(Green Gram),296,143
Kharif,Onion,47,652
Kharif,Ragi,166,184
Kharif,Rice,34297,108413
Kharif,Sesamum,1890,318
Kharif,Sunflower,2511,2838
Kharif,Urad,274,99
Rabi,Arhar/Tur,108,63
Rabi,Bajra,67,99
Rabi,Dry chillies,1941,5868
Rabi,Gram,930,1743
Rabi,Groundnut,7111,18531
Rabi,Horse-gram,372,201
Rabi,Jowar,162,120
Rabi,Moong(Green Gram),3258,2248
Rabi,Onion,2,32
Rabi,Other  Rabi pulses,706,695
Rabi,Ragi,137,258
Rabi,Rice,176106,597352
Rabi,Sesamum,250,64
Rabi,Urad,49337,33549
Whole Year,Banana,479,8030
Whole Year,Cashewnut,665,183
Whole Year,Coconut,590,6518448
Whole Year,Coriander,20,15
Whole Year,Sugarcane,9842,869265
Whole Year,Sweet potato,260,4442
Whole Year,Tapioca,25,207
Whole Year,Tobacco,10068,11548
Whole Year,Turmeric,107,462
Kharif,Arhar/Tur,402,141
Kharif,Bajra,1326,1671
Kharif,Castor seed,11,2
Kharif,Cotton(lint),5798,10300
Kharif,Dry chillies,55,109
Kharif,Gram,16,21
Kharif,Groundnut,4242,7894
Kharif,Horse-gram,20,10
Kharif,Jowar,10,3
Kharif,Maize,2,2
Kharif,Moong(Green Gram),1112,168
Kharif,Onion,78,932
Kharif,Ragi,144,124
Kharif,Rice,45511,149276
Kharif,Sesamum,2926,281
Kharif,Sunflower,4565,4227
Kharif,Urad,114,6
Rabi,Arhar/Tur,579,203
Rabi,Bajra,36,45
Rabi,Dry chillies,2779,7514
Rabi,Gram,2165,2838
Rabi,Groundnut,5487,13849
Rabi,Horse-gram,772,286
Rabi,Jowar,283,227
Rabi,Maize,65,450
Rabi,Moong(Green Gram),2532,1729
Rabi,Onion,1,13
Rabi,other oilseeds,1052,1306
Rabi,Ragi,384,501
Rabi,Rice,173384,522579
Rabi,Safflower,118,38
Rabi,Sesamum,596,108
Rabi,Urad,47391,12843
Whole Year,Banana,521,10099
Whole Year,Beans & Mutter(Vegetable),76,383
Whole Year,Bhindi,211,1386
Whole Year,Bottle Gourd,11,0
Whole Year,Brinjal,490,6471
Whole Year,Cashewnut,778,97
Whole Year,Citrus Fruit,23661,111117
Whole Year,Coconut,599,6744240
Whole Year,Coriander,33,18
Whole Year,Cucumber,85,0
Whole Year,Mango,9804,33578
Whole Year,Orange,1680,29844
Whole Year,Other Fresh Fruits,1439,1459
Whole Year,Other Vegetables,525,0
Whole Year,Papaya,8,1044
Whole Year,Peas  (vegetable),2,0
Whole Year,Pome Fruit,395,2994
Whole Year,Sugarcane,6986,727885
Whole Year,Sweet potato,112,1174
Whole Year,Tobacco,10313,11881
Whole Year,Tomato,154,1108
Whole Year,Turmeric,175,938
Kharif,Arhar/Tur,2628,1112
Kharif,Bajra,1216,1982
Kharif,Castor seed,1,
Kharif,Cotton(lint),9993,29744
Kharif,Dry chillies,229,1009
Kharif,Groundnut,5611,10364
Kharif,Jowar,3,9
Kharif,Maize,17,29
Kharif,Moong(Green Gram),844,459
Kharif,Onion,74,1079
Kharif,Ragi,113,153
Kharif,Rice,17885,49756
Kharif,Sesamum,1040,305
Kharif,Sunflower,13293,12845
Kharif,Urad,40,25
Rabi,Arhar/Tur,586,248
Rabi,Bajra,12,20
Rabi,Dry chillies,3576,9537
Rabi,Gram,2604,4661
Rabi,Groundnut,8518,17411
Rabi,Horse-gram,228,123
Rabi,Jowar,104,195
Rabi,Maize,6,34
Rabi,Moong(Green Gram),3463,1396
Rabi,Onion,3,33
Rabi,other oilseeds,951,
Rabi,Ragi,172,308
Rabi,Rice,137031,364368
Rabi,Safflower,1219,368
Rabi,Sesamum,1937,399
Rabi,Urad,16198,5054
Whole Year,Banana,485,4699
Whole Year,Beans & Mutter(Vegetable),88,602
Whole Year,Bhindi,165,1136
Whole Year,Bottle Gourd,3,0
Whole Year,Brinjal,386,7337
Whole Year,Cashewnut,806,216
Whole Year,Citrus Fruit,23819,136822
Whole Year,Coconut,487,5754840
Whole Year,Coriander,145,110
Whole Year,Cucumber,64,0
Whole Year,Mango,9930,59308
Whole Year,Orange,1867,28309
Whole Year,Other Fresh Fruits,1660,2182
Whole Year,Other Vegetables,443,0
Whole Year,Papaya,8,726
Whole Year,Pome Fruit,418,3623
Whole Year,Sugarcane,5694,547216
Whole Year,Sweet potato,85,806
Whole Year,Tobacco,11122,16761
Whole Year,Tomato,87,835
Whole Year,Turmeric,91,561
